cell_type,marker,importance
"platelet,megakaryocyte",F2RL3,11.87741334
"platelet,megakaryocyte",CLDN3,11.87338657
"platelet,megakaryocyte",EPOR,11.86542915
"platelet,megakaryocyte",EGLN3,11.81954522
"platelet,megakaryocyte",SMIM22,11.76893934
"platelet,megakaryocyte",MEPCE,11.74065227
"platelet,megakaryocyte",RSPH9,11.72477275
"platelet,megakaryocyte",KIFC3,11.70346384
"platelet,megakaryocyte",TSPAN1,11.6974022
"platelet,megakaryocyte",SAT1,11.68699575
"platelet,megakaryocyte",RAB8A,11.6454925
"platelet,megakaryocyte",CD226,11.61255397
"platelet,megakaryocyte",LRRIQ1,11.5737299
"platelet,megakaryocyte",ZNF271P,11.54278325
"platelet,megakaryocyte",GATA1,11.51708813
"platelet,megakaryocyte",ADIPOR1,11.51105447
"platelet,megakaryocyte",FLNA,11.3765041
"platelet,megakaryocyte",RTN3,11.32555971
"platelet,megakaryocyte",PARK7,11.30541341
"platelet,megakaryocyte",MKRN1,11.29198066
"platelet,megakaryocyte",ELOVL7,11.29124052
"platelet,megakaryocyte",TST,11.28528242
"platelet,megakaryocyte",AGR2,11.27225907
"platelet,megakaryocyte",UXS1,11.23163806
"platelet,megakaryocyte",TPTEP1,11.22098701
"platelet,megakaryocyte",ANO6,11.21838916
"platelet,megakaryocyte",TSPAN9,11.2127828
"platelet,megakaryocyte",HIST1H2BG,11.20621694
"platelet,megakaryocyte",SLC44A4,11.08957783
"platelet,megakaryocyte",UBA7,11.02998439
"platelet,megakaryocyte",VAMP7,11.01679341
"platelet,megakaryocyte",ANAPC5,10.97552447
"platelet,megakaryocyte",USF2,10.92798823
"platelet,megakaryocyte",LGALS12,10.89060842
"platelet,megakaryocyte",AP1M2,10.80429705
"platelet,megakaryocyte",MYZAP,10.80248609
"platelet,megakaryocyte",RAC1,10.76197807
"platelet,megakaryocyte",CETN2,10.7552325
"platelet,megakaryocyte",KIAA0513,10.62732281
"platelet,megakaryocyte",C20orf85,10.61569508
"platelet,megakaryocyte",GSTP1,10.56726512
"platelet,megakaryocyte",ABI1,10.53548004
"platelet,megakaryocyte",UBE2E3,10.52355895
"platelet,megakaryocyte",NENF,10.43171999
"platelet,megakaryocyte",TM2D2,10.42890596
"platelet,megakaryocyte",HLA-E,10.40740187
"platelet,megakaryocyte",RAB6B,10.38119329
"platelet,megakaryocyte",WDR11-AS1,10.35912435
"platelet,megakaryocyte",C15orf54,10.35548045
"platelet,megakaryocyte",SEPT4,10.32257325
"platelet,megakaryocyte",TMEM64,10.31733311
"platelet,megakaryocyte",PTTG1IP,10.30587046
"platelet,megakaryocyte",NDUFA6,10.28719353
"platelet,megakaryocyte",RBPMS2,10.27061096
"platelet,megakaryocyte",CALD1,10.19872728
"platelet,megakaryocyte",CLDN4,10.185875
"platelet,megakaryocyte",CD47,10.07615838
"platelet,megakaryocyte",MOB3C,10.01512773
"platelet,megakaryocyte",MMRN1,9.9851093
"platelet,megakaryocyte",CCDC103,9.963836037
"platelet,megakaryocyte",WWC1,9.959973273
"platelet,megakaryocyte",LY6G5C,9.947255974
"platelet,megakaryocyte",FSTL4,9.881729571
"platelet,megakaryocyte",MTFR1L,9.866279799
"platelet,megakaryocyte",INAFM2,9.841323489
"platelet,megakaryocyte",CYB5R1,9.820895134
"platelet,megakaryocyte",CYTH2,9.786530777
"platelet,megakaryocyte",NCK1-AS1,9.738013409
"platelet,megakaryocyte",AQP10,9.724980585
"platelet,megakaryocyte",F2R,9.703074239
"platelet,megakaryocyte",FRMD4B,9.623525034
"platelet,megakaryocyte",CLIC4,9.608775254
"platelet,megakaryocyte",CAPSL,9.585523855
"platelet,megakaryocyte",ZGLP1,9.583360954
"platelet,megakaryocyte",CAV2,9.571214907
"platelet,megakaryocyte",SCFD2,9.553249929
"platelet,megakaryocyte",HIST1H2BD,9.543696457
"platelet,megakaryocyte",UNC13D,9.509019692
"platelet,megakaryocyte",SNTN,9.50055814
"platelet,megakaryocyte",CP,9.495266473
"platelet,megakaryocyte",PACSIN2,9.475357629
"platelet,megakaryocyte",ELF3,9.462517465
"platelet,megakaryocyte",MSANTD3,9.429429772
"platelet,megakaryocyte",TMC5,9.407855152
"platelet,megakaryocyte",CFAP45,9.405522587
"platelet,megakaryocyte",PTK2,9.4011427
"platelet,megakaryocyte",ARHGAP21,9.377885185
"platelet,megakaryocyte",ARPC4,9.286402028
"platelet,megakaryocyte",RILPL1,9.284015788
"platelet,megakaryocyte",CASP3,9.275646031
"platelet,megakaryocyte",CCL5,9.24225549
"platelet,megakaryocyte",RSPH1,9.204280679
"platelet,megakaryocyte",WHAMMP2,9.192671556
"platelet,megakaryocyte",AGPAT1,9.12037836
"platelet,megakaryocyte",HMHA1,9.08476927
"platelet,megakaryocyte",C11orf88,9.026209284
"platelet,megakaryocyte",MCUR1,9.024294858
"platelet,megakaryocyte",RAB10,8.999120456
"platelet,megakaryocyte",TPM3,8.99402307
"platelet,megakaryocyte",PDLIM7,8.982872654
"platelet,megakaryocyte",SH3TC2,8.969742456
"platelet,megakaryocyte",MS4A8,8.951953901
"platelet,megakaryocyte",ACVR1,8.938553581
"platelet,megakaryocyte",FANK1,8.9191711
"platelet,megakaryocyte",ARMC3,8.915265121
"platelet,megakaryocyte",PIFO,8.910217607
"platelet,megakaryocyte",MDM1,8.904285352
"platelet,megakaryocyte",TSPAN33,8.896191054
"platelet,megakaryocyte",C7orf49,8.895468978
"platelet,megakaryocyte",TJP2,8.888051832
"platelet,megakaryocyte",HBB,8.813736503
"platelet,megakaryocyte",CD36,8.773187027
"platelet,megakaryocyte",BBC3,8.755129678
"platelet,megakaryocyte",ISCA1,8.632559044
"platelet,megakaryocyte",WIPI1,8.632477831
"platelet,megakaryocyte",FAM183A,8.62340431
"platelet,megakaryocyte",KRT19,8.605050924
"platelet,megakaryocyte",RHEB,8.525280677
"platelet,megakaryocyte",PRR7,8.517671695
"platelet,megakaryocyte",LYPLAL1-AS1,8.506746109
"platelet,megakaryocyte",MAD2L1BP,8.504019739
"platelet,megakaryocyte",TMEM219,8.501368108
"platelet,megakaryocyte",PRKAR1B,8.482989451
"platelet,megakaryocyte",HIST1H2BH,8.478709596
"platelet,megakaryocyte",CD151,8.39391484
"platelet,megakaryocyte",YWHAZ,8.374311683
"platelet,megakaryocyte",ZFYVE21,8.356830989
"platelet,megakaryocyte",PIP,8.35516725
"platelet,megakaryocyte",RPL23AP7,8.325483593
"platelet,megakaryocyte",PAIP2,8.247121428
"platelet,megakaryocyte",PRUNE,8.239213258
"platelet,megakaryocyte",SDC4,8.21383927
"platelet,megakaryocyte",DAAM1,8.176940037
"platelet,megakaryocyte",RAP2B,8.172981188
"platelet,megakaryocyte",AFAP1L2,8.080931042
"platelet,megakaryocyte",ROPN1L,8.057074781
"platelet,megakaryocyte",PVALB,8.01672534
"platelet,megakaryocyte",SQSTM1,7.987829326
"platelet,megakaryocyte",MOB1A,7.976871367
"platelet,megakaryocyte",CYB5R3,7.962422653
"platelet,megakaryocyte",EIF4E,7.948593754
"platelet,megakaryocyte",STRN4,7.945218775
"platelet,megakaryocyte",C1orf194,7.839567202
"platelet,megakaryocyte",ZNF542P,7.815523686
"platelet,megakaryocyte",C5orf49,7.793828901
"platelet,megakaryocyte",CTDSPL,7.783622039
"platelet,megakaryocyte",GNB5,7.78344974
"platelet,megakaryocyte",UBE2O,7.755641492
"platelet,megakaryocyte",TMEM50A,7.751781534
"platelet,megakaryocyte",NCK2,7.716258622
"platelet,megakaryocyte",ABCC4,7.685584516
"platelet,megakaryocyte",RARG,7.673803831
"platelet,megakaryocyte",CDK2AP1,7.657358564
"platelet,megakaryocyte",FOXJ1,7.657141683
"platelet,megakaryocyte",SEC14L1,7.650457474
"platelet,megakaryocyte",ACTR3B,7.642741011
"platelet,megakaryocyte",SLBP,7.623920571
"platelet,megakaryocyte",KRT7,7.614354909
"platelet,megakaryocyte",FAM92B,7.613284488
"platelet,megakaryocyte",KLF5,7.59938902
"platelet,megakaryocyte",PPP3R1,7.588088044
"platelet,megakaryocyte",CD27-AS1,7.487137442
"platelet,megakaryocyte",DYNLRB2,7.473992645
"platelet,megakaryocyte",NDNL2,7.452332948
"platelet,megakaryocyte",RIT1,7.424784566
"platelet,megakaryocyte",SLC34A2,7.404896383
"platelet,megakaryocyte",MICU1,7.394630859
"platelet,megakaryocyte",UBXN11,7.385869449
"platelet,megakaryocyte",CAP1,7.338006314
"platelet,megakaryocyte",TACSTD2,7.325926668
"platelet,megakaryocyte",SSBP2,7.302916059
"platelet,megakaryocyte",INSIG1,7.258486875
"platelet,megakaryocyte",TWSG1,7.237168214
"platelet,megakaryocyte",NCKAP1,7.2143502
"platelet,megakaryocyte",HBQ1,7.190073255
"platelet,megakaryocyte",C9orf116,7.180653792
"platelet,megakaryocyte",PIGR,7.178598133
"platelet,megakaryocyte",ZCCHC17,7.101890989
"platelet,megakaryocyte",TMEM189,7.098416711
"platelet,megakaryocyte",YIF1B,7.087638931
"platelet,megakaryocyte",AP2S1,7.077296697
"platelet,megakaryocyte",SH3BGRL,7.019154034
"platelet,megakaryocyte",DHRS3,7.00479887
"platelet,megakaryocyte",ARG2,6.976073103
"platelet,megakaryocyte",NDUFA5,6.951354105
"platelet,megakaryocyte",GSN,6.919232806
"platelet,megakaryocyte",PDLIM4,6.917352337
"platelet,megakaryocyte",DOK2,6.913907354
"platelet,megakaryocyte",MAFG,6.900095718
"platelet,megakaryocyte",GAPDH,6.896284394
"platelet,megakaryocyte",TNS1,6.891587891
"platelet,megakaryocyte",CERS2,6.887425233
"platelet,megakaryocyte",DOK1,6.877685239
"platelet,megakaryocyte",ASAP2,6.861404125
"platelet,megakaryocyte",RAB37,6.855265175
"platelet,megakaryocyte",LINC01089,6.842227681
"platelet,megakaryocyte",LPAR5,6.825576844
"platelet,megakaryocyte",MOB1B,6.822283947
"platelet,megakaryocyte",IGFBP2,6.814675225
"platelet,megakaryocyte",TM6SF1,6.799306695
"platelet,megakaryocyte",TFPI,6.762674023
"platelet,megakaryocyte",TMEM17,6.752362167
"platelet,megakaryocyte",ATP6V0E1,6.749558805
"platelet,megakaryocyte",C20orf96,6.748504928
"platelet,megakaryocyte",LINC00938,6.729810488
"platelet,megakaryocyte",C2orf40,6.722130861
"platelet,megakaryocyte",UBXN6,6.712067899
"platelet,megakaryocyte",HBA1,6.693810755
"platelet,megakaryocyte",C5orf30,6.689474808
"platelet,megakaryocyte",SUSD3,6.650587198
"platelet,megakaryocyte",CXCL17,6.606501924
"platelet,megakaryocyte",CMTM6,6.593690084
"platelet,megakaryocyte",CCDC78,6.515162335
"platelet,megakaryocyte",FOLR1,6.511924889
"platelet,megakaryocyte",CLIC1,6.480221418
"platelet,megakaryocyte",ARHGAP18,6.472365912
"platelet,megakaryocyte",SERPINE2,6.449574017
"platelet,megakaryocyte",NDUFAF3,6.439147362
"platelet,megakaryocyte",BICD2,6.420711329
"platelet,megakaryocyte",DCLRE1A,6.403493191
"platelet,megakaryocyte",C12orf76,6.378156364
"platelet,megakaryocyte",SIAE,6.365426064
"platelet,megakaryocyte",ASAP1,6.340148562
"platelet,megakaryocyte",NOMO1,6.336335542
"platelet,megakaryocyte",CDKN1A,6.323814501
"platelet,megakaryocyte",PSCA,6.320275098
"platelet,megakaryocyte",BRD3,6.294250694
"platelet,megakaryocyte",CLTA,6.293774345
"platelet,megakaryocyte",SRSF8,6.269983975
"platelet,megakaryocyte",N4BP2L1,6.262092377
"platelet,megakaryocyte",HPCAL1,6.225991945
"platelet,megakaryocyte",MAPRE2,6.207811966
"platelet,megakaryocyte",RIOK3,6.19748438
"platelet,megakaryocyte",KRT8,6.193154649
"platelet,megakaryocyte",RASA3,6.175816435
"platelet,megakaryocyte",CHMP6,6.155308602
"platelet,megakaryocyte",PTPRJ,6.147240669
"platelet,megakaryocyte",IGF1R,6.127621888
"platelet,megakaryocyte",MORN2,6.101950663
"platelet,megakaryocyte",OSBPL6,6.096725801
"platelet,megakaryocyte",ARF4,6.094663557
"platelet,megakaryocyte",PIK3CB,6.077257458
"platelet,megakaryocyte",NDUFS5,6.07573643
"platelet,megakaryocyte",KRT18,6.062464749
"platelet,megakaryocyte",CYB5A,6.037640831
"platelet,megakaryocyte",DPCD,6.022892451
"platelet,megakaryocyte",BAIAP2,6.008120438
"platelet,megakaryocyte",GRK5,5.984098108
"platelet,megakaryocyte",BNIP3,5.960928905
"platelet,megakaryocyte",TAOK3,5.957781609
"platelet,megakaryocyte",WRNIP1,5.91634706
"platelet,megakaryocyte",CALM1,5.915797596
"platelet,megakaryocyte",RTN4,5.91011359
"platelet,megakaryocyte",HMGB1,5.875374848
"platelet,megakaryocyte",ZMYND10,5.872321788
"platelet,megakaryocyte",HIGD1A,5.836091307
"platelet,megakaryocyte",HHEX,5.826095646
"platelet,megakaryocyte",SEMA4D,5.805317211
"platelet,megakaryocyte",IRAK2,5.804542949
"platelet,megakaryocyte",BLOC1S6,5.788392539
"platelet,megakaryocyte",ARF3,5.741385978
"platelet,megakaryocyte",KIAA0125,5.731468894
"platelet,megakaryocyte",HDGF,5.708701026
"platelet,megakaryocyte",MUC1,5.69494281
"platelet,megakaryocyte",LURAP1L,5.688340283
"platelet,megakaryocyte",UIMC1,5.625312186
"platelet,megakaryocyte",ABTB1,5.625267747
"platelet,megakaryocyte",NAA38,5.620910531
"platelet,megakaryocyte",UBE2F,5.590738565
"platelet,megakaryocyte",VASP,5.583886472
"platelet,megakaryocyte",LAPTM4B,5.583045194
"platelet,megakaryocyte",GPD2,5.545587242
"platelet,megakaryocyte",LMO7,5.535613648
"platelet,megakaryocyte",P2RX1,5.52650133
"platelet,megakaryocyte",E2F3,5.514085467
"platelet,megakaryocyte",C14orf119,5.436129159
"platelet,megakaryocyte",SUPT4H1,5.433604994
"platelet,megakaryocyte",FUT8-AS1,5.40980963
"platelet,megakaryocyte",RGCC,5.395872454
"platelet,megakaryocyte",SEPT6,5.39435664
"platelet,megakaryocyte",CLCN3,5.376739417
"platelet,megakaryocyte",TSPAN13,5.304976124
"platelet,megakaryocyte",FLJ37453,5.300256025
"platelet,megakaryocyte",ATP2C1,5.298265647
"platelet,megakaryocyte",CHD1L,5.288039111
"platelet,megakaryocyte",LSM1,5.284989981
"platelet,megakaryocyte",AATK,5.25599892
"platelet,megakaryocyte",GLA,5.248682852
"platelet,megakaryocyte",SLC37A1,5.246610335
"platelet,megakaryocyte",RBM38,5.243872698
"platelet,megakaryocyte",TMEM120B,5.242645316
"platelet,megakaryocyte",VPS28,5.228605248
"platelet,megakaryocyte",CD99,5.213070757
"platelet,megakaryocyte",UBXN2A,5.197722719
"platelet,megakaryocyte",SNX3,5.194236476
"platelet,megakaryocyte",STK19,5.177063601
"platelet,megakaryocyte",LGALS3,5.159090191
"platelet,megakaryocyte",PRMT3,5.10603409
"platelet,megakaryocyte",TMEM185A,5.102898338
"platelet,megakaryocyte",EFHC2,5.094630328
"platelet,megakaryocyte",ATF4,5.093322723
"platelet,megakaryocyte",HTATIP2,5.063127751
"platelet,megakaryocyte",ATL1,5.050212186
"platelet,megakaryocyte",MAGED2,5.001664182
"platelet,megakaryocyte",AKIRIN1,4.962863191
"platelet,megakaryocyte",FNBP1L,4.954649271
"platelet,megakaryocyte",WIPF1,4.933939806
"platelet,megakaryocyte",KCNK6,4.908434043
"platelet,megakaryocyte",FAH,4.83276699
"platelet,megakaryocyte",CD68,4.811395899
"platelet,megakaryocyte",RILP,4.772792253
"platelet,megakaryocyte",YWHAE,4.768554856
"platelet,megakaryocyte",METTL22,4.766373747
"platelet,megakaryocyte",SECISBP2,4.75155492
"platelet,megakaryocyte",TEX9,4.747046888
"platelet,megakaryocyte",MARCH6,4.741029165
"platelet,megakaryocyte",MAP4K2,4.720427603
"platelet,megakaryocyte",ATP6V1E1,4.713083047
"platelet,megakaryocyte",UNC45A,4.687058505
"platelet,megakaryocyte",TECPR2,4.684010817
"platelet,megakaryocyte",FHL3,4.668157372
"platelet,megakaryocyte",ARL6IP5,4.645195839
"platelet,megakaryocyte",HSBP1,4.641293637
"platelet,megakaryocyte",RNF10,4.632291778
"platelet,megakaryocyte",LIPA,4.619704747
"platelet,megakaryocyte",TXNL4B,4.611841802
"platelet,megakaryocyte",FN3K,4.599142399
"platelet,megakaryocyte",ACTG1,4.590648574
"platelet,megakaryocyte",FBXW9,4.557347477
"platelet,megakaryocyte",EMP2,4.542626559
"platelet,megakaryocyte",BNIP2,4.540148946
"platelet,megakaryocyte",SLC10A3,4.526364325
"platelet,megakaryocyte",PADI4,4.521777767
"platelet,megakaryocyte",SCGB1A1,4.494686737
"platelet,megakaryocyte",PYCR2,4.4851828
"platelet,megakaryocyte",FLI1,4.469002973
"platelet,megakaryocyte",PLXDC2,4.45684597
"platelet,megakaryocyte",TSPAN2,4.424141077
"platelet,megakaryocyte",TNS3,4.41785507
"platelet,megakaryocyte",AGBL5,4.361002517
"platelet,megakaryocyte",PRKCB,4.348334458
"platelet,megakaryocyte",SEPT2,4.284522294
"platelet,megakaryocyte",AMIGO2,4.273782591
"platelet,megakaryocyte",MAST4,4.248777127
"platelet,megakaryocyte",MADD,4.248650929
"platelet,megakaryocyte",TNFAIP8L1,4.221236237
"platelet,megakaryocyte",PCNP,4.218684519
"platelet,megakaryocyte",TXNRD1,4.20115153
"platelet,megakaryocyte",TBPL1,4.19795874
"platelet,megakaryocyte",ZFAND3,4.180605675
"platelet,megakaryocyte",BRK1,4.177786183
"platelet,megakaryocyte",GTF3C6,4.17196924
"platelet,megakaryocyte",EPHX1,4.162372574
"platelet,megakaryocyte",LSR,4.157143488
"platelet,megakaryocyte",TCEAL8,4.122910737
"platelet,megakaryocyte",TRAPPC1,4.097854053
"platelet,megakaryocyte",ASAH1,4.097286654
"platelet,megakaryocyte",ZFAND2A,4.094283977
"platelet,megakaryocyte",VAPB,4.089621897
"platelet,megakaryocyte",ST3GAL3,4.087442292
"platelet,megakaryocyte",DBN1,4.071063092
"platelet,megakaryocyte",ALDOA,4.069691384
"platelet,megakaryocyte",MBOAT1,4.052763162
"platelet,megakaryocyte",FAM214B,4.041192577
"platelet,megakaryocyte",MICALL2,3.990157685
"platelet,megakaryocyte",PTP4A2,3.984876101
"platelet,megakaryocyte",FHOD1,3.983886647
"platelet,megakaryocyte",HSPB1,3.981440941
"platelet,megakaryocyte",TMEM190,3.961655952
"platelet,megakaryocyte",HBA2,3.959260927
"platelet,megakaryocyte",SERPINB1,3.952199486
"platelet,megakaryocyte",SERF2,3.951422891
"platelet,megakaryocyte",CALM2,3.944352446
"platelet,megakaryocyte",H3F3B,3.943947409
"platelet,megakaryocyte",LINC01003,3.923750309
"platelet,megakaryocyte",RHOF,3.917933859
"platelet,megakaryocyte",DSTN,3.917408912
"platelet,megakaryocyte",MDK,3.897139944
"platelet,megakaryocyte",C7orf73,3.866159676
"platelet,megakaryocyte",CCDC92,3.852891356
"platelet,megakaryocyte",CD24,3.832276956
"platelet,megakaryocyte",CMAS,3.820975538
"platelet,megakaryocyte",ITFG1,3.804586205
"platelet,megakaryocyte",IGF2BP2,3.724788634
"platelet,megakaryocyte",GNAQ,3.700557281
"platelet,megakaryocyte",ORAI1,3.690863693
"platelet,megakaryocyte",SLC35E1,3.65901345
"platelet,megakaryocyte",CLDN7,3.658966053
"platelet,megakaryocyte",VGLL4,3.647196133
"platelet,megakaryocyte",CAPN2,3.644945694
"platelet,megakaryocyte",MBNL1-AS1,3.630246096
"platelet,megakaryocyte",CAPZB,3.624084318
"platelet,megakaryocyte",ZNF664,3.621292302
"platelet,megakaryocyte",KATNB1,3.605705638
"platelet,megakaryocyte",TANGO2,3.59305973
"platelet,megakaryocyte",CKB,3.576994156
"platelet,megakaryocyte",EIF2B2,3.564104427
"platelet,megakaryocyte",SH2B2,3.563074981
"platelet,megakaryocyte",MGAT4B,3.498942197
"platelet,megakaryocyte",COMMD7,3.475093488
"platelet,megakaryocyte",MSRB3,3.468122662
"platelet,megakaryocyte",BCR,3.46146733
"platelet,megakaryocyte",ZNF672,3.449413255
"platelet,megakaryocyte",KIFAP3,3.435692274
"platelet,megakaryocyte",RRAD,3.403881203
"platelet,megakaryocyte",CDIP1,3.361761705
"platelet,megakaryocyte",MTRNR2L2,3.34544809
"platelet,megakaryocyte",SMIM1,3.318698646
"platelet,megakaryocyte",WASH7P,3.289510719
"platelet,megakaryocyte",STK40,3.280137906
"platelet,megakaryocyte",C12orf75,3.271659878
"platelet,megakaryocyte",MAGIX,3.269978659
"platelet,megakaryocyte",USP12,3.253725271
"platelet,megakaryocyte",CGRRF1,3.251449736
"platelet,megakaryocyte",TUBA1B,3.244214402
"platelet,megakaryocyte",SLC2A3,3.236402357
"platelet,megakaryocyte",ORAI2,3.224456199
"platelet,megakaryocyte",MAVS,3.206315115
"platelet,megakaryocyte",CDYL,3.195100983
"platelet,megakaryocyte",ADD3,3.194617874
"platelet,megakaryocyte",AP2B1,3.181142864
"platelet,megakaryocyte",GLUL,3.154882775
"platelet,megakaryocyte",SELT,3.125042647
"platelet,megakaryocyte",HYI,3.114654915
"platelet,megakaryocyte",ABI2,3.105769767
"platelet,megakaryocyte",TOLLIP,3.090809821
"platelet,megakaryocyte",YBX3,3.082751039
"platelet,megakaryocyte",ING4,3.078923956
"platelet,megakaryocyte",MTRNR2L8,3.062040948
"platelet,megakaryocyte",KCTD10,3.061725997
"platelet,megakaryocyte",VPS37B,3.058534671
"platelet,megakaryocyte",C1QA,3.046047892
"platelet,megakaryocyte",SLC44A2,3.036182197
"platelet,megakaryocyte",SMYD2,3.034964432
"platelet,megakaryocyte",MORF4L1,3.032862894
"platelet,megakaryocyte",LINC00998,3.029619025
"platelet,megakaryocyte",MOB2,3.013192006
"platelet,megakaryocyte",KLHL12,2.987468506
"platelet,megakaryocyte",SNAP29,2.985795146
"platelet,megakaryocyte",DCAF12,2.972601029
"platelet,megakaryocyte",LRP12,2.964157318
"platelet,megakaryocyte",ATG4D,2.95603445
"platelet,megakaryocyte",SERINC3,2.954852192
"platelet,megakaryocyte",EFHC1,2.951849212
"platelet,megakaryocyte",WDR44,2.92287328
"platelet,megakaryocyte",CTNS,2.906540876
"platelet,megakaryocyte",RALB,2.898995168
"platelet,megakaryocyte",TTC39B,2.887731813
"platelet,megakaryocyte",MYO1C,2.885556676
"platelet,megakaryocyte",SLMAP,2.84226797
"platelet,megakaryocyte",TRAPPC9,2.836119253
"platelet,megakaryocyte",C7orf50,2.834887614
"platelet,megakaryocyte",YWHAQ,2.831235537
"platelet,megakaryocyte",CALCOCO1,2.810867248
"platelet,megakaryocyte",TMEM104,2.804195222
"platelet,megakaryocyte",RILPL2,2.794500426
"platelet,megakaryocyte",ACTR10,2.790117382
"platelet,megakaryocyte",ADAM10,2.778068554
"platelet,megakaryocyte",ASH2L,2.769880821
"platelet,megakaryocyte",EFNB1,2.76192532
"platelet,megakaryocyte",SKP1,2.753614562
"platelet,megakaryocyte",HEXIM1,2.730403455
"platelet,megakaryocyte",CDK5RAP2,2.712544724
"platelet,megakaryocyte",ZC3H7A,2.66261278
"platelet,megakaryocyte",CCDC170,2.658318574
"platelet,megakaryocyte",SLC44A1,2.650202701
"platelet,megakaryocyte",ODF3B,2.648177143
"platelet,megakaryocyte",CDC42SE2,2.645049313
"platelet,megakaryocyte",MCTP1,2.630393714
"platelet,megakaryocyte",EPB41,2.623475088
"platelet,megakaryocyte",KDM3A,2.608411368
"platelet,megakaryocyte",XPR1,2.605060233
"platelet,megakaryocyte",GDE1,2.599054021
"platelet,megakaryocyte",IKBKG,2.591814845
"platelet,megakaryocyte",RYBP,2.590906337
"platelet,megakaryocyte",ID1,2.58767269
"platelet,megakaryocyte",HIPK2,2.584294875
"platelet,megakaryocyte",THBS1,2.579169214
"platelet,megakaryocyte",ZFAND6,2.571714715
"platelet,megakaryocyte",SFTPB,2.543157706
"platelet,megakaryocyte",NEK7,2.537625831
"platelet,megakaryocyte",ADCY3,2.530637398
"platelet,megakaryocyte",AP1S2,2.521423879
"platelet,megakaryocyte",C14orf2,2.519412647
"platelet,megakaryocyte",NLK,2.507728684
"platelet,megakaryocyte",TC2N,2.501611868
"platelet,megakaryocyte",CPEB2,2.488650867
"platelet,megakaryocyte",TM4SF1,2.485522739
"platelet,megakaryocyte",PERP,2.48084937
"platelet,megakaryocyte",ALCAM,2.474519224
"platelet,megakaryocyte",VTI1B,2.461472817
"platelet,megakaryocyte",FYB,2.455527266
"platelet,megakaryocyte",ASB8,2.454469574
"platelet,megakaryocyte",CTDSP2,2.443890068
"platelet,megakaryocyte",TMEM106C,2.439801245
"platelet,megakaryocyte",GK,2.427099349
"platelet,megakaryocyte",KLF3,2.41985659
"platelet,megakaryocyte",SAV1,2.419751776
"platelet,megakaryocyte",ATP6V0C,2.418791952
"platelet,megakaryocyte",GCLM,2.414925033
"platelet,megakaryocyte",GRIPAP1,2.406213981
"platelet,megakaryocyte",TBC1D9B,2.405014796
"platelet,megakaryocyte",PPP1R15A,2.392009742
"platelet,megakaryocyte",PPIF,2.384774771
"platelet,megakaryocyte",GALNT2,2.379236514
"platelet,megakaryocyte",NCKIPSD,2.35855942
"platelet,megakaryocyte",MAP4K5,2.349139688
"platelet,megakaryocyte",BLZF1,2.348757343
"platelet,megakaryocyte",TBC1D23,2.335962872
"platelet,megakaryocyte",ABCC5,2.32984835
"platelet,megakaryocyte",EIF4G3,2.328086675
"platelet,megakaryocyte",PTPRS,2.326443696
"platelet,megakaryocyte",DR1,2.303392236
"platelet,megakaryocyte",RAP1A,2.293704358
"platelet,megakaryocyte",BSDC1,2.291579009
"platelet,megakaryocyte",LRRC16A,2.290219141
"platelet,megakaryocyte",UGP2,2.287741288
"platelet,megakaryocyte",PGD,2.285572705
"platelet,megakaryocyte",TMEM164,2.280238404
"platelet,megakaryocyte",MTRF1L,2.27442154
"platelet,megakaryocyte",DSE,2.270810734
"platelet,megakaryocyte",SESTD1,2.268123539
"platelet,megakaryocyte",TTC33,2.265839729
"platelet,megakaryocyte",DAP,2.256944941
"platelet,megakaryocyte",TMEM39B,2.249669086
"platelet,megakaryocyte",DUSP3,2.241687017
"platelet,megakaryocyte",C6orf62,2.240232864
"platelet,megakaryocyte",FBXL3,2.207907929
"platelet,megakaryocyte",RAB13,2.175228953
"platelet,megakaryocyte",PDGFC,2.174786247
"platelet,megakaryocyte",NAP1L4,2.171539203
"platelet,megakaryocyte",CREG1,2.16109615
"platelet,megakaryocyte",UQCR11,2.149834795
"platelet,megakaryocyte",DNAJB2,2.146779923
"platelet,megakaryocyte",NRD1,2.128485233
"platelet,megakaryocyte",TNIK,2.125316242
"platelet,megakaryocyte",NCOA1,2.098870331
"platelet,megakaryocyte",SDHA,2.088819717
"platelet,megakaryocyte",SCGB3A1,2.076207859
"platelet,megakaryocyte",NDUFB4,2.072704562
"platelet,megakaryocyte",FBXO9,2.06688739
"platelet,megakaryocyte",SUMF1,2.0654416
"platelet,megakaryocyte",ABLIM1,2.057820671
"platelet,megakaryocyte",ARL8B,2.050476434
"platelet,megakaryocyte",PECAM1,2.041301903
"platelet,megakaryocyte",STARD3NL,2.039022234
"platelet,megakaryocyte",POC1B,2.03639964
"platelet,megakaryocyte",HIAT1,2.031078167
"platelet,megakaryocyte",JARID2,2.030595074
"platelet,megakaryocyte",C11orf21,2.024664871
"platelet,megakaryocyte",FAM104A,2.01940847
"platelet,megakaryocyte",SRSF6,2.01351909
"platelet,megakaryocyte",UBE2H,1.982457751
"platelet,megakaryocyte",TRIM8,1.957241847
"platelet,megakaryocyte",COQ4,1.942298221
"platelet,megakaryocyte",EGFL7,1.934199781
"platelet,megakaryocyte",KAT6A,1.916039413
"platelet,megakaryocyte",STXBP3,1.899892045
"platelet,megakaryocyte",RAB11B,1.889091085
